ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,132000,4,13
"Yes, by paying a cell phone company or Internet service provider",English only,66000,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,66000,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,120000,2,9
"Yes, by paying a cell phone company or Internet service provider",English only,120000,2,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,51
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,51
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,115100,2,19
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,115100,2,19
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,70000,4,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,70000,4,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,70000,4,27
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,70000,4,27
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,18000,3,53
"Yes, by paying a cell phone company or Internet service provider",English only,18000,3,53
"Yes, by paying a cell phone company or Internet service provider",English only,18000,3,53
"Yes, without paying a cell phone company or Internet service provider",English only,9670,3,101
"Yes, without paying a cell phone company or Internet service provider",English only,9670,3,101
"Yes, without paying a cell phone company or Internet service provider",English only,9670,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,33
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,33
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,33
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,130000,4,6
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,130000,4,6
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,130000,4,6
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,130000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only,190200,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,190200,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,51700,3,21
"Yes, by paying a cell phone company or Internet service provider",English only,51700,3,21
"Yes, by paying a cell phone company or Internet service provider",English only,51700,3,21
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,113200,4,21
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,113200,4,21
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,113200,4,21
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,113200,4,21
"Yes, by paying a cell phone company or Internet service provider",English only,4170,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,4170,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,4170,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,24600,2,73
"Yes, by paying a cell phone company or Internet service provider",English only,24600,2,73
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,11500,4,53
"Yes, by paying a cell phone company or Internet service provider",English only,11500,4,53
"Yes, by paying a cell phone company or Internet service provider",English only,11500,4,53
"Yes, by paying a cell phone company or Internet service provider",English only,11500,4,53
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,33
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,95
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",Spanish,48000,2,22
"Yes, by paying a cell phone company or Internet service provider",Spanish,48000,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,56
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,159000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,159000,5,17
